Jimmy,Roberts,M,5355 Helena Street,Newport Beach,jroberts@mudo.biz,3533845358553004,jcb,$156079.89,506
Nicole,Walker,M,1007 Tennyson Center,Gilroy,nwalker@reallinks.org,3529388389025151,jcb,$121588.67,507
Gloria,Palmer,M,00992 Redwing Parkway,Willits,gpalmer@jumpxs.org,3.00196E+13,diners-club-carte-blanche,$30462.19,508
Lisa,Alexander,F,455 Park Meadow Place,La Habra Heights,lalexander@demimbu.gov,5002355974732336,mastercard,$178134.61,509
Martha,Woods,F,7 Hovde Hill,Milpitas,mwoods@skinix.info,3551301259611704,jcb,$2782.59,510
Karen,Carr,M,5 Green Street,Burbank,kcarr@feedmix.com,4.04137E+12,visa,$397278.70,511
Ralph,Turner,M,3 Longview Point,Newport Beach,rturner@linkbuzz.biz,3561005317170292,jcb,$23314.02,512
Victor,Holmes,F,228 Washington Place,Trinidad,vholmes@topicshots.org,3577941169820232,jcb,$997012.98,513
Louis,Watson,M,6007 Novick Plaza,Crescent City,,6333092810758895346,switch,$565905.06,514
Jesse,Williamson,M,053 Beilfuss Lane,San Pablo,jwilliamson@tagchat.gov,5524128893504147,diners-club-us-ca,$25043.70,515
Julia,Carroll,F,5404 Veith Trail,Millbrae,jcarroll@jaxnation.biz,3550327413625133,jcb,$892846.96,516
Theresa,Willis,M,29143 John Wall Street,Newman,twillis@chatterpoint.edu,3531286769583946,jcb,$205978.05,517
Gerald,Sims,M,0 Fieldstone Park,Temple City,gsims@npath.biz,3554833595368273,jcb,$216358.34,518
Earl,Harris,M,75 Forster Avenue,Ridgecrest,eharris@kwinu.info,6334091722271798924,solo,$388900.06,519
Ruth,Kim,F,19196 Caliangt Terrace,San Luis Obispo,rkim@gevee.name,561065281660010090,china-unionpay,$977171.99,520
Sharon,Rodriguez,F,0 Southridge Court,Oakley,srodriguez@zoomlounge.net,5002351949101459,mastercard,$165787.09,521
Philip,Thompson,F,037 Dennis Road,Newport Beach,pthompson@yakidoo.com,3576818388815311,jcb,$691458.43,522
Mary,Gordon,M,9768 Eliot Alley,Alturas,mgordon@kaymbo.name,5602252364176923,bankcard,$419737.39,523
Steven,Campbell,F,70 Doe Crossing Center,Upland,scampbell@feedfire.gov,6333183156114810219,switch,$746870.17,524
Jennifer,Fowler,F,57 Barby Drive,San Francisco,jfowler@jabbertype.mil,58938898539588824,maestro,$361082.64,525
Robert,Stevens,F,01 Ridgeway Parkway,Paradise,rstevens@tavu.gov,2.01575E+14,diners-club-enroute,$752416.31,526
Timothy,Andrews,F,34939 Mallard Junction,Tulelake,tandrews@jazzy.info,5602256487052804,bankcard,$9733.75,527
Douglas,Martinez,M,0 Monica Court,Modesto,dmartinez@dynabox.com,3.55581E+15,jcb,$744689.37,528
Victor,Price,F,97483 Forster Park,Rancho Cucamonga,vprice@quatz.edu,3.56744E+15,jcb,$316153.15,529
Bonnie,Gomez,M,5291 Amoth Circle,Rio Vista,bgomez@babblestorm.name,5602226159547514,china-unionpay,$763964.37,530
Denise,Fernandez,F,97961 Coolidge Avenue,Merced,dfernandez@linklinks.mil,3571859545742993,jcb,$839090.50,531
Ernest,Mason,M,78 Little Fleur Point,San Juan Capistrano,emason@edgeclub.edu,3565686063187642,jcb,$720575.48,532
Mildred,Fisher,M,3772 Red Cloud Crossing,Dunsmuir,mfisher@flashspan.biz,67060165598183496,laser,$881203.88,533
Anne,Ruiz,F,2105 Sachtjen Parkway,Santa Barbara,aruiz@wordtune.org,3570381687337723,jcb,$842563.63,534
Jeffrey,Montgomery,M,958 Packers Hill,Turlock,jmontgomery@linkbridge.mil,3553620507484889,jcb,$989940.79,535
Mildred,Carr,F,2611 Schiller Street,Coronado,mcarr@realblab.info,6380115368268127,instapayment,$583209.23,536
Martin,Hughes,M,83 Spohn Terrace,Chico,mhughes@rhyloo.com,5018222631831537775,maestro,$142794.80,537
Shirley,Baker,M,41584 Merry Place,Woodland,sbaker@edgeclub.org,5602241585627384,bankcard,$755768.81,538
Sharon,Kelly,F,2070 Cascade Circle,Brawley,skelly@dabshots.net,5610079719098592688,china-unionpay,$387015.90,539
Clarence,Little,F,7 Golf Hill,San Francisco,clittle@twimm.mil,06046059934763953,maestro,$172605.59,540
Susan,Rodriguez,M,40274 Swallow Crossing,Norco,srodriguez@gevee.gov,3.75383E+14,americanexpress,$474737.16,541
Diane,Mitchell,F,8 Scoville Circle,Calimesa,dmitchell@cogilith.gov,5261333789040761,mastercard,$979929.51,542
Jean,Henderson,F,22066 Maryland Parkway,Pittsburg,jhenderson@realblab.mil,5264441778708301,mastercard,$-8975.89,543
Michael,Tucker,M,05568 Butterfield Trail,Davis,mtucker@yodoo.info,5602254785065982,bankcard,$79725.91,544
Steven,Olson,M,6149 Meadow Valley Circle,Del Mar,solson@quamba.net,3.5485E+15,jcb,$882980.18,545
Benjamin,Long,F,7 American Ash Parkway,San Diego,blong@flashset.edu,3579915700616364,jcb,$814631.29,546
Diane,Sullivan,F,53181 Marcy Circle,San Ramon,dsullivan@abatz.gov,3541998514914188,jcb,$758610.35,547
Emily,Morris,M,93419 Loftsgordon Park,Huntington Beach,emorris@zooxo.mil,6334142770742351814,solo,$886515.49,548
Cynthia,Hunter,F,01 Hauk Way,Montclair,chunter@dabjam.name,6304882701512438678,laser,$878091.74,549
Kathryn,Walker,F,56955 Westerfield Parkway,Larkspur,kwalker@eamia.biz,503847364968395863,maestro,$951206.36,550
Henry,Dunn,M,78 Rusk Pass,Pleasanton,hdunn@flipstorm.biz,3587504707077976,jcb,$429339.26,551
Louise,Knight,F,6047 Prairieview Crossing,Woodside,lknight@jayo.name,2.01481E+14,diners-club-enroute,$623069.48,552
Steven,Alvarez,M,7414 Mallard Way,Walnut,salvarez@dynava.name,3.53042E+15,jcb,$829849.22,553
Larry,Ellis,M,15 Vermont Parkway,Westmorland,lellis@topicblab.net,3551078141915549,jcb,$555929.85,554
Bruce,Reyes,F,3028 Shopko Way,San Bruno,breyes@eayo.edu,3534540933833208,jcb,$308318.43,555
Marilyn,White,F,325 Fairview Terrace,Reedley,mwhite@fanoodle.net,3.58568E+15,jcb,$790403.85,556
Martin,Tucker,F,14056 Utah Center,Manhattan Beach,mtucker@dynazzy.edu,3539421970458198,jcb,$205940.33,557
Betty,Gardner,F,75 Roth Trail,Farmersville,bgardner@tavu.gov,3567882012282364,jcb,$860791.35,558
Carolyn,Jacobs,F,5616 Bayside Lane,Isleton,cjacobs@katz.biz,3552780520458038,jcb,$563321.48,559
Tammy,White,F,1 Doe Crossing Plaza,Lompoc,twhite@skyndu.info,3579733443684965,jcb,$264813.62,560
Pamela,Walker,M,97640 Golden Leaf Plaza,Sunnyvale,pwalker@shufflebeat.info,6396139356036025,instapayment,$626623.70,561
Brian,Gardner,M,7405 2nd Circle,Moraga,bgardner@jaxbean.mil,3578657295581618,jcb,$67430.92,562
Steve,Lawson,F,863 Sheridan Court,Tehama,slawson@yozio.edu,3.57705E+15,jcb,$658864.88,563
Donald,Montgomery,F,24080 Main Junction,Sanger,dmontgomery@dynabox.net,5010120180815501,mastercard,$408468.98,564
Lawrence,Carr,F,8 Summerview Center,La Puente,lcarr@riffpath.org,5602241047255348656,china-unionpay,$479055.75,565
Jennifer,Wells,F,39 Merry Point,Lodi,jwells@devpulse.com,4026623632272838,visa-electron,$48024.92,566
Phillip,Johnson,F,278 Nevada Point,Moraga,pjohnson@innojam.name,4017958626670337,visa,$211338.01,567
Gary,Perez,M,39 Sherman Way,Santa Barbara,gperez@jaxnation.name,5.51612E+15,mastercard,$761137.23,568
Laura,Riley,F,28 Coolidge Drive,Corcoran,lriley@wikizz.edu,5212339774795921,mastercard,$170535.37,569
Gary,Alvarez,F,28 Stone Corner Point,Hillsborough,galvarez@viva.name,3.72302E+14,americanexpress,$718150.98,570
Bonnie,Phillips,F,4662 Mcbride Terrace,Parlier,bphillips@edgeblab.biz,5602245439482409,china-unionpay,$942733.32,571
Roy,Patterson,M,027 Farmco Hill,Sausalito,rpatterson@bubbletube.name,6398533852470472,instapayment,$237580.58,572
Lisa,Carpenter,F,397 Brown Plaza,Canyon Lake,lcarpenter@nlounge.edu,560224387130184348,china-unionpay,$957890.29,573
Charles,Perry,M,83739 Cascade Street,Carlsbad,cperry@jayo.name,3.74283E+14,americanexpress,$689267.81,574
Nancy,Rice,F,6942 3rd Plaza,Trinidad,nrice@trunyx.biz,4905653615945494,switch,$93284.95,575
Virginia,Griffin,M,6409 Towne Drive,Lomita,vgriffin@ntag.info,3582730599031483,jcb,$119442.13,576
Earl,Price,F,8824 Gina Trail,Lawndale,eprice@tavu.net,3530180922222008,jcb,$186279.90,577
Steven,Harvey,F,80379 Dunning Drive,Gilroy,sharvey@gigaclub.net,5893188252136187337,maestro,$68037.79,578
Pamela,Flores,F,513 Loomis Circle,San Rafael,pflores@buzzdog.net,3560693640954291,jcb,$269241.31,579
Ruth,West,M,29 Crownhardt Lane,South El Monte,rwest@yakidoo.com,5602219076617468595,china-unionpay,$341459.50,580
Tina,Long,F,3 Stang Hill,Indio,tlong@bluezoom.net,3.02545E+13,diners-club-carte-blanche,$981853.21,581
Rachel,Willis,M,7912 Boyd Hill,Rancho Palos Verdes,rwillis@miboo.name,633336254989299470,switch,$535863.28,582
Harry,Willis,F,831 Bowman Terrace,Sonoma,hwillis@divavu.com,3.74289E+14,americanexpress,$837228.14,583
Walter,Gardner,M,057 Acker Lane,West Sacramento,wgardner@topicstorm.org,3581968730627956,jcb,$158481.70,584
Tammy,Morgan,F,2519 Vernon Circle,Berkeley,tmorgan@ntags.name,3550118598559381,jcb,$241210.49,585
Fred,Fisher,F,03750 Red Cloud Court,Hermosa Beach,ffisher@zooveo.name,5002358777408062,mastercard,$188511.86,586
Adam,Reyes,M,23700 Emmet Terrace,Yreka,areyes@kanoodle.org,2.01941E+14,diners-club-enroute,$763712.13,587
Annie,Hanson,F,84832 Debs Lane,Portola,ahanson@tanoodle.mil,5893044753476297648,maestro,$460141.94,588
Jane,Hunter,F,7266 Golf Course Trail,Isleton,jhunter@wikido.mil,3.79E+14,americanexpress,$532308.40,589
Rose,Gray,F,2605 Clove Parkway,Santa Barbara,rgray@skyvu.org,3537275434414771,jcb,$819078.93,590
Jason,Ortiz,M,882 Pearson Terrace,Exeter,jortiz@flipopia.info,3.05818E+13,diners-club-carte-blanche,$725113.61,591
Kathryn,Daniels,F,1 Cordelia Center,Pleasanton,kdaniels@flashdog.net,3580379364949552,jcb,$332499.17,592
Jimmy,Mitchell,F,013 Dawn Parkway,San Dimas,jmitchell@topicstorm.com,4041599917066585,visa,$525317.98,593
Melissa,Hunt,M,07010 Clyde Gallagher Center,Vernon,mhunt@livez.edu,5002351607885708,mastercard,$508461.48,594
Alice,Lee,M,55 Meadow Valley Lane,Bakersfield,alee@realbuzz.info,3562438401881681,jcb,$614279.06,595
Jimmy,Cunningham,M,86957 Union Plaza,Oroville,jcunningham@voonder.name,3543996910953675,jcb,$55832.77,596
Heather,Coleman,M,732 Debra Circle,Chula Vista,hcoleman@blognation.com,5100170342026431,mastercard,$33417.25,597
Anthony,Duncan,M,74632 Carberry Road,Albany,aduncan@dynava.gov,5610072852660489,china-unionpay,$622389.34,598
Kenneth,Henderson,M,440 Larry Street,La Quinta,khenderson@zoovu.net,630485833021670825,maestro,$439387.05,599
Kelly,Collins,M,7 Sutteridge Plaza,La Habra Heights,kcollins@thoughtbridge.net,56022449863481755,china-unionpay,$664567.95,600
Christine,Fisher,F,13 Mendota Road,Ione,cfisher@rooxo.gov,67091171214553024,laser,$868455.17,601
Justin,Daniels,F,4 Farwell Way,Martinez,jdaniels@kaymbo.info,6767568052307072622,solo,$435068.00,602
Robin,Perkins,M,5 Nelson Pass,Hemet,rperkins@yambee.mil,5549507477227426,diners-club-us-ca,$116241.69,603
Lillian,Owens,F,45 3rd Center,Escondido,lowens@mymm.edu,3528462180833559,jcb,$779250.86,604
Patrick,Garrett,M,889 Sachtjen Place,Oakdale,pgarrett@jaxworks.edu,675903795678718570,maestro,$812058.78,605
Shawn,Castillo,F,45 Sachs Place,Winters,scastillo@divape.org,3.58971E+15,jcb,$50688.02,606
Sarah,Rose,F,610 Farragut Road,Newport Beach,srose@yamia.net,3.56007E+15,jcb,$637544.10,607
Kenneth,Flores,M,81 Parkside Pass,Lomita,kflores@npath.org,3542666973635425,jcb,$804231.68,608
Patricia,Bishop,F,2023 Bartelt Alley,Pleasant Hill,pbishop@lazzy.com,3560392796248208,jcb,$634563.58,609
Pamela,Johnson,F,2009 Ramsey Road,Pacifica,pjohnson@skinder.com,3.5822E+15,jcb,$246682.32,610
Jonathan,Hill,F,40 Dwight Lane,Emeryville,jhill@flipbug.com,4.23527E+12,visa,$167482.10,611
Daniel,Stephens,M,09 Gulseth Road,Pleasant Hill,dstephens@reallinks.name,561036357486874897,china-unionpay,$580917.23,612
Kelly,Burton,F,02850 Stang Lane,Lake Forest,kburton@jabbercube.gov,3550445448730726,jcb,$217879.26,613
John,Richardson,F,50 Tomscot Crossing,Ripon,jrichardson@avamba.biz,67599229235624443,maestro,$28731.39,614
Diana,Anderson,M,0 Nova Crossing,Laguna Niguel,danderson@meetz.biz,5602211968936447,bankcard,$139647.76,615
Kimberly,Stevens,M,65267 Eagle Crest Place,Fairfax,kstevens@browseblab.edu,3567962968201897,jcb,$256409.85,616
Sharon,Reid,M,3004 Commercial Junction,Novato,sreid@yamia.edu,5602231609039542,china-unionpay,$862529.06,617
Peter,King,M,43069 Mallard Way,Nevada City,pking@youspan.biz,2.01804E+14,diners-club-enroute,$655304.44,618
Walter,Scott,F,91 Pond Terrace,Stanton,wscott@eire.info,5010128110147085,mastercard,$552157.67,619
Debra,Matthews,F,0140 Lerdahl Pass,Lynwood,dmatthews@talane.mil,3531188348495347,jcb,$277155.70,620
Sean,Nguyen,F,4 Ridgeview Street,Temple City,snguyen@divavu.net,670915312907644952,laser,$135890.63,621
Kenneth,Kim,M,66309 Glacier Hill Avenue,Orange,kkim@podcat.biz,3528308714686759,jcb,$778140.43,622
Martha,Barnes,F,4 Lerdahl Terrace,San Jose,mbarnes@mita.name,4175005657606752,visa-electron,$333582.15,623
Nicole,Bryant,M,632 Boyd Street,Portola Valley,nbryant@buzzster.info,4917545283634812,visa-electron,$887890.42,624
Phillip,Flores,M,28650 Old Shore Place,Palm Desert,pflores@eare.gov,3.53079E+15,jcb,$167119.28,625
Joan,Cooper,F,8118 Kennedy Court,Shafter,jcooper@eidel.mil,5416339403796633,diners-club-us-ca,$773805.85,626
Lawrence,Wood,M,1385 Moland Court,Hesperia,lwood@livepath.name,3.74283E+14,americanexpress,$290350.84,627
Jeremy,Harvey,M,3 Dapin Circle,La Habra,jharvey@demivee.gov,5038761146868404133,maestro,$134878.86,628
Linda,Nguyen,F,2 Kensington Lane,Lakeport,lnguyen@thoughtworks.biz,2.01765E+14,diners-club-enroute,$230130.10,629
Carol,Howell,F,396 Armistice Hill,Crescent City,chowell@skiptube.name,5893042007201206,maestro,$186097.25,630
Douglas,Cook,F,09394 Corben Drive,South Pasadena,dcook@brainverse.info,3565554950623246,jcb,$-7918.99,631
Carlos,Lawrence,M,84491 Susan Circle,Millbrae,clawrence@abata.edu,3570192970326004,jcb,$750514.76,632
Barbara,Parker,F,33707 Sheridan Park,Bradbury,bparker@kazu.com,3548366278310543,jcb,$517154.72,633
Jimmy,Chavez,F,96 Cottonwood Drive,Placerville,jchavez@eadel.com,3569990353447369,jcb,$219304.34,634
Donald,Armstrong,M,3529 Monument Place,Willows,darmstrong@brainverse.name,5002351017843529,mastercard,$164407.14,635
Willie,Greene,M,2742 Logan Park,Madera,wgreene@eire.net,5466497604588651,diners-club-us-ca,$318901.79,636
Cynthia,Turner,M,167 Esch Trail,Tracy,cturner@brainbox.net,3.74283E+14,americanexpress,$227146.65,637
Debra,Warren,F,83804 8th Road,Irwindale,dwarren@thoughtblab.mil,4405826568518154,visa-electron,$850923.51,638
Jesse,Matthews,M,5846 Manley Way,Diamond Bar,jmatthews@browsezoom.name,6373211305169319,instapayment,$735161.72,639
Jessica,Simpson,M,808 Pennsylvania Parkway,Vacaville,jsimpson@brightbean.com,4.37433E+15,visa,$780592.48,640
Emily,Freeman,F,1329 Summer Ridge Avenue,Manteca,efreeman@bubbletube.info,3.00666E+13,diners-club-carte-blanche,$276778.64,641
Jennifer,Castillo,M,57968 Kedzie Circle,Beaumont,jcastillo@izio.info,3532290263494344,jcb,$681634.75,642
Kathy,Thompson,M,67261 Erie Park,Lemon Grove,kthompson@kazio.com,4844990290863913,visa-electron,$303844.00,643
Lori,Andrews,F,11 Blackbird Hill,West Sacramento,landrews@demivee.info,5602220011603102,bankcard,$426213.45,644
Clarence,Sanchez,M,02074 Buena Vista Drive,Danville,csanchez@dynazzy.mil,3549047097294485,jcb,$829290.18,645
Ernest,Watson,M,638 Texas Crossing,San Rafael,ewatson@buzzbean.com,3558435771013818,jcb,$878620.04,646
Amy,Weaver,M,1755 Acker Park,Rancho Santa Margarita,aweaver@fadeo.info,3564987509363461,jcb,$355476.77,647
Elizabeth,Dixon,F,67 Lawn Pass,Morgan Hill,edixon@lajo.name,3543837860393845,jcb,$645525.17,648
Alan,Howard,M,406 Raven Crossing,Hawaiian Gardens,ahoward@leenti.mil,6379670840422455,instapayment,$245924.18,649
Ann,Davis,M,652 Springs Way,Blue Lake,adavis@blogspan.gov,4.04138E+12,visa,$439805.90,650
Juan,Baker,F,27288 Buhler Alley,American Canyon,jbaker@zoomcast.info,3.57515E+15,jcb,$245410.70,651
John,Black,F,80293 Judy Circle,Lakewood,jblack@photobug.org,633361557864052600,switch,$405428.24,652
Melissa,Webb,F,899 Bellgrove Circle,Dunsmuir,mwebb@zoovu.edu,3576536115120132,jcb,$660610.04,653
Bonnie,Holmes,F,177 Pawling Circle,Hollister,bholmes@jabberbean.net,4175005919877639,visa-electron,$695831.45,654
Christopher,Matthews,M,9 Ruskin Crossing,Fountain Valley,cmatthews@jazzy.info,6767951724282227,solo,$459488.57,655
Dorothy,Diaz,M,3 Eliot Alley,Moreno Valley,ddiaz@tanoodle.biz,3574532673044881,jcb,$784865.19,656
Charles,Washington,M,5 Glendale Crossing,Lomita,cwashington@oyonder.gov,3566156816041255,jcb,$349038.95,657
Philip,Payne,M,2781 Granby Parkway,Cathedral City,ppayne@flashset.mil,3.02886E+13,diners-club-carte-blanche,$713716.69,658
Joseph,Taylor,M,6676 Dorton Junction,Ventura,jtaylor@shufflester.mil,560224521357155272,china-unionpay,$805267.48,659
Bonnie,Allen,F,777 8th Circle,San Jose,ballen@voonte.info,3537503981892648,jcb,$663186.58,660
Judy,Nguyen,M,4125 Bluejay Court,Susanville,jnguyen@jayo.gov,3556513598063927,jcb,$655352.00,661
Elizabeth,Webb,F,081 Lyons Crossing,Moreno Valley,ewebb@skipstorm.biz,5602252229369317,bankcard,$982333.25,662
Edward,Bennett,M,9505 Doe Crossing Hill,California City,ebennett@youtags.org,3587639351024153,jcb,$974897.76,663
Sarah,Wells,F,59 Lillian Point,Paramount,swells@zoomdog.gov,3560987828643647,jcb,$329268.04,664
Jose,Shaw,M,7531 Logan Avenue,Colusa,jshaw@kimia.net,3563894121857584,jcb,$381816.16,665
Harry,Gomez,F,4 Pennsylvania Way,Hawthorne,hgomez@zoombox.gov,5518948991207055,diners-club-us-ca,$566567.72,666
Debra,Carter,F,5242 Namekagon Circle,Yreka,dcarter@ailane.name,490375965361836343,switch,$21771.63,667
Patricia,Garrett,M,8659 Crownhardt Plaza,Bell,pgarrett@voonix.gov,3536560837111202,jcb,$809425.71,668
Diane,Elliott,F,73 Dennis Terrace,Palmdale,delliott@brainfire.edu,3.74283E+14,americanexpress,$169273.27,669
Nicholas,Hudson,M,212 Schiller Terrace,Live Oak,nhudson@wikibox.biz,5602255203200978,bankcard,$767777.43,670
Mary,Patterson,M,9539 New Castle Terrace,Tehachapi,mpatterson@skimia.gov,3.61188E+13,diners-club-international,$933204.23,671
Robert,Kennedy,M,0 Waywood Lane,Gilroy,rkennedy@trunyx.info,4041594222484219,visa,$700075.66,672
Irene,Richards,M,643 Vahlen Road,Soledad,irichards@demimbu.biz,3547812774278305,jcb,$946092.06,673
Pamela,Stanley,F,7230 Starling Alley,La Mirada,pstanley@rhybox.biz,5134085466748158,mastercard,$540268.80,674
Andrew,Kelley,F,80327 Forest Run Plaza,Porterville,akelley@twitterworks.com,6397131959074908,instapayment,$51234.72,675
Douglas,Knight,M,034 Menomonie Hill,Solana Beach,dknight@meezzy.org,3574707935889964,jcb,$216270.33,676
Kelly,Fields,M,7 Green Center,King City,kfields@topdrive.com,67095242197607362,laser,$2364.06,677
Andrea,Taylor,M,259 Saint Paul Pass,Bishop,ataylor@mycat.gov,502060403431316700,maestro,$877505.77,678
Timothy,Wood,F,9390 Duke Crossing,City of Industry,twood@browsedrive.name,3.04362E+13,diners-club-carte-blanche,$262758.32,679
Lori,Black,F,58 Pennsylvania Court,Jackson,lblack@quamba.mil,3562611761438843,jcb,$183661.10,680
Jean,Watkins,F,58409 Meadow Valley Avenue,Thousand Oaks,jwatkins@feedmix.mil,5048371988681134,mastercard,$332471.05,681
Roger,Morales,F,24682 Jenifer Alley,Wheatland,rmorales@devbug.org,5602221597905911,bankcard,$891624.20,682
Louise,Smith,F,0954 Ridgeview Circle,Exeter,lsmith@brainfire.mil,3529817146872216,jcb,$491474.80,683
Philip,Stone,M,1 Lyons Point,San Fernando,pstone@tanoodle.com,2.01558E+14,diners-club-enroute,$360425.56,684
Michael,Cook,M,807 Northland Alley,Amador City,mcook@plajo.info,3.04884E+13,diners-club-carte-blanche,$109843.81,685
Deborah,Matthews,F,78820 Talmadge Junction,Rosemead,dmatthews@voonyx.net,3535165579409763,jcb,$-9794.01,686
Dennis,Diaz,M,899 Caliangt Avenue,Maywood,ddiaz@feedfish.edu,3546570818500404,jcb,$922048.39,687
Bruce,Bowman,F,37 Oriole Hill,Desert Hot Springs,bbowman@edgeclub.biz,56101271436589623,china-unionpay,$157155.12,688
Daniel,Peterson,M,96 Florence Center,Redding,dpeterson@jetwire.org,3569745847742035,jcb,$627274.84,689
Mary,Griffin,F,11 Cottonwood Center,Monte Sereno,mgriffin@viva.gov,5602228162344566,bankcard,$47175.17,690
Margaret,Adams,M,53135 Pearson Park,Morgan Hill,madams@lazz.biz,3555051641003336,jcb,$963439.31,691
Dorothy,Chavez,M,53 Pennsylvania Alley,Porterville,dchavez@talane.biz,3556555306616843,jcb,$821142.70,692
Mark,Moreno,M,8931 Vera Place,Lompoc,mmoreno@yata.net,3.03046E+13,diners-club-carte-blanche,$940333.39,693
Paula,Woods,M,35 Sycamore Circle,Hercules,pwoods@jabbersphere.info,67638014674937438,maestro,$762492.13,694
Edward,Parker,M,288 Moulton Court,Newman,eparker@mita.edu,3.76071E+14,americanexpress,$348050.49,695
Paul,Thompson,F,76 Colorado Crossing,Cerritos,pthompson@edgeify.org,2.01492E+14,diners-club-enroute,$320040.93,696
Phillip,Hill,M,6788 Eagan Hill,Lynwood,phill@skaboo.mil,3.00135E+13,diners-club-carte-blanche,$300476.28,697
Rebecca,Morales,F,20 Memorial Avenue,Downey,rmorales@blogpad.com,503895345994724086,maestro,$834849.57,698
Frances,Reynolds,F,46810 Golf Course Crossing,Beaumont,freynolds@gabtune.com,3.57065E+15,jcb,$738028.77,699
Frances,Hicks,M,78698 Schiller Hill,Cypress,fhicks@skimia.gov,4405403594844655,visa-electron,$370871.41,700
Christina,Roberts,M,0685 Lukken Parkway,San Carlos,croberts@flipopia.org,5100172366936743,mastercard,$683336.66,701
Alice,Gordon,M,2 Messerschmidt Alley,Clovis,agordon@wikizz.info,2.01867E+14,diners-club-enroute,$278773.32,702
Robert,Russell,M,497 Porter Hill,Windsor,rrussell@divape.biz,3550758934895005,jcb,$827800.56,703
Cynthia,Wheeler,F,89 Transport Way,Goleta,cwheeler@livez.name,3582756005474611,jcb,$395036.74,704
Evelyn,Watson,F,0 Everett Hill,Salinas,ewatson@viva.com,3562788392883934,jcb,$710805.60,705
Larry,Edwards,M,26602 Gulseth Plaza,Laguna Hills,ledwards@oozz.biz,4936817560315749777,switch,$197933.96,706
Janet,Evans,F,34 Corben Plaza,Thousand Oaks,jevans@thoughtsphere.biz,3562330487133774,jcb,$927972.36,707
Martin,Shaw,F,02 Londonderry Hill,Selma,mshaw@voolia.org,3531225258123608,jcb,$650309.45,708
Lois,Alexander,F,1 Butternut Park,Norwalk,lalexander@voolia.name,4913736887580618,visa-electron,$849682.20,709
Earl,Stone,F,71635 American Parkway,San Jacinto,estone@voolia.edu,56105525446020978,china-unionpay,$732450.84,710
Patrick,Richards,M,80584 Loftsgordon Park,Santa Rosa,prichards@twiyo.name,58937957175022182,maestro,$574889.26,711
Jeffrey,Foster,F,4486 Melvin Alley,Fillmore,jfoster@aibox.info,4175007182102539,visa-electron,$250340.22,712
Randy,Johnston,F,18567 Sommers Alley,Colfax,rjohnston@topicware.biz,5602228793299379,bankcard,$619900.67,713
Bruce,Martin,F,4454 Menomonie Parkway,Indio,bmartin@eamia.edu,5100145296430359,mastercard,$807973.82,714
Kenneth,Fisher,M,608 Muir Pass,Covina,kfisher@zooveo.name,2.01581E+14,diners-club-enroute,$935119.89,715
Joseph,Diaz,M,61116 Buena Vista Trail,Thousand Oaks,jdiaz@mydeo.info,3.58055E+15,jcb,$447255.78,716
Ronald,Lopez,F,28524 Corscot Parkway,Bishop,rlopez@kimia.mil,2.01699E+14,diners-club-enroute,$902448.35,717
Shawn,Coleman,F,4890 Dunning Place,Santa Monica,scoleman@leenti.mil,3569876747250504,jcb,$221748.88,718
Pamela,White,F,7 Fieldstone Road,Visalia,pwhite@avamba.com,3583689052288254,jcb,$371426.34,719
Andrea,Sullivan,F,1852 4th Parkway,Union City,asullivan@zoonoodle.com,3.00968E+13,diners-club-carte-blanche,$219393.10,720
Diana,Little,F,1 Bartillon Lane,Windsor,dlittle@quinu.edu,5602216918699532,bankcard,$551370.81,721
Jack,Baker,F,58935 Redwing Park,Corte Madera,jbaker@skipfire.name,2.01784E+14,diners-club-enroute,$473565.72,722
Daniel,Cunningham,M,49157 Paget Junction,Santa Monica,dcunningham@topicshots.com,3583688501186465,jcb,$249530.02,723
Sharon,George,F,48476 Spenser Junction,Tehama,sgeorge@babbleblab.edu,6391818973694994,instapayment,$962209.80,724
Jeffrey,Harrison,F,11834 Utah Way,Yountville,jharrison@snaptags.net,3537124064769999,jcb,$819905.83,725
Cynthia,Warren,M,60949 Katie Park,Turlock,cwarren@vitz.mil,2.0148E+14,diners-club-enroute,$852647.52,726
Mary,Ortiz,F,4 Morrow Avenue,Cudahy,mortiz@meembee.biz,3.46974E+14,americanexpress,$691266.57,727
Elizabeth,Stanley,M,588 Fieldstone Park,Arcata,estanley@voonyx.com,5602235101153362,bankcard,$315736.08,728
Ashley,Kennedy,F,6316 Esch Junction,Sonora,akennedy@yadel.info,3558436369076415,jcb,$10920.98,729
Teresa,Harris,F,3861 Garrison Way,Davis,tharris@wordtune.name,3571133667212882,jcb,$195666.09,730
Raymond,Hunt,F,08 Dunning Parkway,Perris,rhunt@livetube.name,491156300065222132,switch,$594828.58,731
Robin,Pierce,F,0 Johnson Center,Santa Clarita,rpierce@lazzy.edu,3.54967E+15,jcb,$682949.44,732
Rebecca,Stephens,F,653 Katie Avenue,La Puente,rstephens@voolith.biz,3545869157851522,jcb,$501513.13,733
Doris,Mason,M,2 Lake View Center,Fillmore,dmason@shufflester.name,3538555449233004,jcb,$165870.68,734
Gary,Green,F,0 Ronald Regan Parkway,Carpinteria,ggreen@twitterwire.biz,5602241307856477,bankcard,$270517.29,735
Pamela,Cole,F,14 Sunfield Center,Moreno Valley,pcole@teklist.biz,4026163707114235,visa-electron,$722388.70,736
